Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUERTO MALDONADO
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°35'14.28'',Longitud :,69°12'31.68'',Altitud :,209 msnm.
Tipo :,EMA - Meteorológica,Código :,112279
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/03/04,00:00,24.7,0.0,94,10.8,1.1
2025/03/04,01:00,24.5,10.1,95,9.9,1.7
2025/03/04,02:00,24.4,0.1,96,8.4,0.7
2025/03/04,03:00,23.7,5.7,95,6.1,0.9
2025/03/04,04:00,23.1,11.9,97,7.2,0.2
2025/03/04,05:00,23.2,7.0,97,18.6,0.5
2025/03/04,06:00,23.1,7.5,97,20.4,1.0
2025/03/04,07:00,22.9,14.3,97,21.6,2.0
2025/03/04,08:00,22.8,16.9,98,19.8,1.5
2025/03/04,09:00,23.2,1.6,98,20.4,1.1
2025/03/04,10:00,23.8,0.6,95,17.6,0.9
2025/03/04,11:00,24.2,0.9,93,18.9,0.5
2025/03/04,12:00,25.2,0.3,88,20.5,0.3
2025/03/04,13:00,25.5,0.3,89,31.6,1.4
2025/03/04,14:00,26.7,0.0,85,31.6,2.2
2025/03/04,15:00,27.3,0.0,82,31.2,1.8
2025/03/04,16:00,27.1,0.0,83,30.9,1.0
2025/03/04,17:00,27.9,0.0,81,21.7,0.5
2025/03/04,18:00,26.4,0.0,85,17.2,1.4
2025/03/04,19:00,25.1,0.0,90,11.9,0.4
2025/03/04,20:00,24.3,0.0,94,8.7,0.1
2025/03/04,21:00,24.2,0.0,95,35.1,0.1
2025/03/04,22:00,23.8,0.0,96,3.2,0.1
2025/03/04,23:00,23.7,0.0,97,1.7,0.0
2025/03/05,00:00,23.6,0.0,97,32.8,0.2
2025/03/05,01:00,23.4,0.0,98,S/D,0.0
2025/03/05,02:00,23.4,0.0,98,29.4,0.4
2025/03/05,03:00,23.4,0.0,98,30.8,0.8
2025/03/05,04:00,23.3,0.0,98,33.3,0.7
2025/03/05,05:00,23.0,0.0,98,34.6,0.5
2025/03/05,06:00,22.9,0.0,98,34,0.0
2025/03/05,07:00,23.3,0.0,98,32,0.6
2025/03/05,08:00,24.6,0.0,92,31.6,1.3
2025/03/05,09:00,25.8,0.0,87,31.5,1.0
2025/03/05,10:00,27.0,0.0,84,32.2,0.8
2025/03/05,11:00,28.1,0.0,80,32.6,0.8
2025/03/05,12:00,29.4,0.0,76,33.7,0.3
2025/03/05,13:00,30.3,0.0,73,35.1,0.5
2025/03/05,14:00,30.8,0.0,69,32.2,0.4
2025/03/05,15:00,30.8,0.0,70,33.6,0.6
2025/03/05,16:00,30.4,0.0,73,28.7,0.7
2025/03/05,17:00,30.5,0.0,74,29.3,0.3
2025/03/05,18:00,28.8,0.0,80,16.5,0.5
2025/03/05,19:00,27.6,0.0,85,11.2,1.1
2025/03/05,20:00,26.9,0.0,88,15.3,0.7
2025/03/05,21:00,26.2,0.0,91,17.6,1.4
2025/03/05,22:00,25.4,0.0,92,17,1.6
2025/03/05,23:00,25.1,0.0,93,14.3,0.9
2025/03/06,00:00,25.0,0.0,94,8.3,0.4
2025/03/06,01:00,24.9,0.0,95,5.2,0.2
2025/03/06,02:00,24.8,0.1,95,18,0.6
2025/03/06,03:00,24.4,0.7,95,17.1,1.0
2025/03/06,04:00,24.2,1.8,96,15.2,1.0
2025/03/06,05:00,24.0,4.5,96,18.1,1.6
2025/03/06,06:00,23.7,6.7,96,10.3,0.6
2025/03/06,07:00,23.4,2.0,96,31.9,0.1
2025/03/06,08:00,23.2,0.9,97,35.9,0.7
2025/03/06,09:00,23.3,2.5,97,34.9,1.0
2025/03/06,10:00,23.3,1.8,96,31.8,1.2
2025/03/06,11:00,23.3,0.5,95,30.8,1.3
2025/03/06,12:00,24.3,0.0,93,29,1.2
2025/03/06,13:00,24.8,0.5,92,28.7,1.3
2025/03/06,14:00,24.7,0.0,91,31.2,2.0
2025/03/06,15:00,24.9,0.0,88,30.9,2.1
2025/03/06,16:00,25.1,0.0,87,28.6,1.6
2025/03/06,17:00,25.0,0.0,89,30.1,0.8
2025/03/06,18:00,24.5,0.0,92,34.1,0.6
2025/03/06,19:00,23.9,0.0,95,34.1,0.7
2025/03/06,20:00,23.6,0.0,96,35,0.8
2025/03/06,21:00,23.5,0.0,96,3.5,1.2
2025/03/06,22:00,23.5,0.0,96,5.6,0.8
2025/03/06,23:00,23.5,0.0,96,3.4,0.5
2025/03/07,00:00,23.3,0.0,96,35.3,0.1
2025/03/07,01:00,23.2,0.0,97,S/D,0.0
2025/03/07,02:00,23.2,0.0,97,34.8,0.6
2025/03/07,03:00,23.1,0.0,97,35.3,0.2
2025/03/07,04:00,23.0,0.0,98,33.5,0.4
2025/03/07,05:00,23.0,0.0,98,35.4,0.6
2025/03/07,06:00,23.0,0.0,98,.5,0.4
2025/03/07,07:00,23.3,0.0,98,2,0.5
2025/03/07,08:00,24.4,0.0,95,.7,1.0
2025/03/07,09:00,25.4,0.0,90,35.4,0.9
2025/03/07,10:00,26.2,0.0,87,32.9,0.9
2025/03/07,11:00,26.9,0.0,85,35.8,0.3
2025/03/07,12:00,27.8,0.0,83,35,0.6
2025/03/07,13:00,29.0,0.0,79,.4,0.3
2025/03/07,14:00,30.1,0.0,75,S/D,0.0
2025/03/07,15:00,29.3,0.0,76,23.3,1.1
2025/03/07,16:00,27.9,0.0,80,27.3,0.9
2025/03/07,17:00,27.0,0.0,84,29.9,1.1
2025/03/07,18:00,25.6,0.0,87,0,0.9
2025/03/07,19:00,24.7,0.0,91,1.2,0.2
2025/03/07,20:00,S/D,S/D,S/D,S/D,S/D
2025/03/07,21:00,24.6,0.0,91,4.1,2.0
2025/03/07,22:00,23.6,5.6,93,35.4,2.1
2025/03/07,23:00,22.8,4.4,96,.2,1.6
2025/03/08,00:00,22.3,1.7,96,0,1.3
2025/03/08,01:00,22.3,0.7,97,32,0.3
2025/03/08,02:00,22.2,0.1,97,32.2,0.0
2025/03/08,03:00,22.3,0.0,97,25.9,0.2
2025/03/08,04:00,22.3,0.7,97,28.5,0.2
2025/03/08,05:00,22.3,0.6,97,33.3,0.3
2025/03/08,06:00,22.4,1.1,97,31,0.0
2025/03/08,07:00,22.8,0.2,97,S/D,0.0
2025/03/08,08:00,23.8,0.0,94,32.2,1.0
2025/03/08,09:00,25.1,0.0,89,33.1,1.2
2025/03/08,10:00,26.4,0.0,84,32,1.4
2025/03/08,11:00,27.3,0.0,80,30.8,1.2
2025/03/08,12:00,28.5,0.0,77,31.2,1.3
2025/03/08,13:00,28.7,0.0,78,33,1.0
2025/03/08,14:00,29.6,0.0,76,32.4,0.9
2025/03/08,15:00,30.5,0.0,72,30.9,0.9
2025/03/08,16:00,30.5,0.0,72,31.6,1.0
2025/03/08,17:00,30.0,0.0,75,31,1.4
2025/03/08,18:00,27.9,0.0,82,32.3,0.9
2025/03/08,19:00,26.3,0.0,86,30.2,1.4
2025/03/08,20:00,25.2,0.0,88,25.7,0.7
2025/03/08,21:00,24.8,0.0,90,22.1,0.9
2025/03/08,22:00,24.2,0.0,90,23.4,1.0
2025/03/08,23:00,23.8,0.0,91,20,0.4
2025/03/09,00:00,23.6,0.0,93,.7,0.4
2025/03/09,01:00,23.7,0.0,95,2,0.0
2025/03/09,02:00,23.7,0.0,96,31.2,0.1
2025/03/09,03:00,23.4,13.0,96,25.7,0.6
2025/03/09,04:00,22.9,34.7,97,32,1.0
2025/03/09,05:00,23.0,5.5,98,19.5,0.5
2025/03/09,06:00,22.8,0.6,98,18.7,0.8
2025/03/09,07:00,23.0,1.0,98,16.9,0.6
2025/03/09,08:00,23.0,1.3,97,29,0.1
2025/03/09,09:00,23.4,0.5,97,32.9,0.1
2025/03/09,10:00,24.6,0.0,93,34.4,0.3
2025/03/09,11:00,25.3,0.0,88,32.9,0.2
2025/03/09,12:00,25.7,0.0,88,32.3,0.8
2025/03/09,13:00,26.3,0.0,86,31.4,0.5
2025/03/09,14:00,26.8,0.0,84,33,0.4
2025/03/09,15:00,26.9,0.0,84,33.1,0.5
2025/03/09,16:00,27.1,0.0,83,32.3,0.8
2025/03/09,17:00,27.9,0.0,81,1.3,0.2
2025/03/09,18:00,26.3,0.0,84,6.4,0.2
2025/03/09,19:00,25.2,0.0,90,8.1,0.9
2025/03/09,20:00,24.8,0.0,92,7.4,1.1
2025/03/09,21:00,24.7,0.0,93,4.1,0.8
2025/03/09,22:00,24.6,0.0,93,3.3,0.4
2025/03/09,23:00,24.5,0.0,95,15.4,0.0
2025/03/10,00:00,24.6,0.1,95,11.9,0.4
2025/03/10,01:00,24.2,0.0,95,12.4,0.2
2025/03/10,02:00,24.1,0.1,96,8,0.6
2025/03/10,03:00,24.0,11.4,96,6.1,1.4
2025/03/10,04:00,23.5,33.1,97,7,1.9
2025/03/10,05:00,23.4,22.4,97,15,0.9
2025/03/10,06:00,22.8,19.8,97,14.7,2.3
2025/03/10,07:00,22.5,9.2,97,17.5,2.7
2025/03/10,08:00,22.4,3.8,97,17.6,2.7
2025/03/10,09:00,22.5,1.3,96,17.2,1.8
2025/03/10,10:00,22.7,2.8,96,17.7,1.6
2025/03/10,11:00,23.0,2.6,96,16.9,1.6
2025/03/10,12:00,23.2,1.8,95,15.4,1.1
2025/03/10,13:00,23.3,2.2,95,16.8,1.2
2025/03/10,14:00,23.5,1.0,94,15.6,0.8
2025/03/10,15:00,23.7,0.3,93,18,0.9
2025/03/10,16:00,23.8,0.1,93,19.2,0.9
2025/03/10,17:00,23.6,0.0,94,21.2,0.9
2025/03/10,18:00,23.5,0.0,94,23.2,1.0
2025/03/10,19:00,23.1,0.0,95,23.7,0.3
2025/03/10,20:00,22.6,0.0,97,32.7,0.2
2025/03/10,21:00,22.5,0.0,98,32,0.4
2025/03/10,22:00,22.4,0.0,98,28.6,0.1
2025/03/10,23:00,22.4,0.0,98,S/D,0.0
2025/03/11,00:00,22.4,0.0,98,24.1,0.1
2025/03/11,01:00,22.2,0.0,98,25.1,0.0
2025/03/11,02:00,22.2,0.0,98,28.3,0.1
2025/03/11,03:00,22.2,0.0,98,20.4,0.1
2025/03/11,04:00,22.1,0.0,98,22.2,0.7
2025/03/11,05:00,22.0,0.0,98,S/D,0.0
2025/03/11,06:00,21.8,0.0,98,S/D,0.0
2025/03/11,07:00,22.0,0.0,99,20.4,0.3
2025/03/11,08:00,23.4,0.0,97,24.7,0.6
2025/03/11,09:00,25.2,0.0,88,32.3,1.1
2025/03/11,10:00,25.8,0.0,86,32.4,1.3
2025/03/11,11:00,27.0,0.0,84,34.9,0.9
2025/03/11,12:00,28.3,0.0,79,32.6,0.4
2025/03/11,13:00,29.2,0.0,76,5.8,1.3
2025/03/11,14:00,30.1,0.0,73,5.9,0.8
2025/03/11,15:00,29.7,0.0,73,9,1.1
2025/03/11,16:00,31.3,0.0,69,34.7,0.1
2025/03/11,17:00,31.0,0.0,70,30.9,0.0
2025/03/11,18:00,28.9,0.0,77,7.9,0.5
2025/03/11,19:00,26.8,0.0,84,9,0.4
2025/03/11,20:00,S/D,S/D,S/D,S/D,S/D
2025/03/11,21:00,24.9,0.0,93,35.4,0.0
2025/03/11,22:00,25.5,0.0,91,10.7,0.8
2025/03/11,23:00,25.2,0.0,92,14.5,1.1
2025/03/12,00:00,24.6,0.0,94,14.3,0.5
2025/03/12,01:00,24.5,0.0,95,13.1,0.6
2025/03/12,02:00,24.1,0.0,96,11.4,0.1
2025/03/12,03:00,24.2,0.0,96,9.6,0.6
2025/03/12,04:00,24.1,0.7,96,18.2,0.5
2025/03/12,05:00,24.0,7.2,96,21.7,1.0
2025/03/12,06:00,23.8,0.6,97,19.9,1.2
2025/03/12,07:00,23.6,2.6,97,20.3,0.7
2025/03/12,08:00,24.1,0.8,96,17.9,0.9
2025/03/12,09:00,24.2,0.5,94,20.1,1.2
2025/03/12,10:00,24.9,0.2,93,22.9,1.6
2025/03/12,11:00,25.6,0.0,91,23.1,2.0
2025/03/12,12:00,26.4,0.0,88,22.7,1.8
2025/03/12,13:00,27.3,0.0,85,22.8,1.4
2025/03/12,14:00,26.9,0.0,85,23.8,2.5
2025/03/12,15:00,26.6,0.0,86,23.1,2.3
2025/03/12,16:00,28.3,0.0,80,26.2,0.7
2025/03/12,17:00,27.8,0.0,81,27,0.6
2025/03/12,18:00,26.3,0.0,86,6.8,0.1
2025/03/12,19:00,25.2,0.0,89,8.3,0.7
2025/03/12,20:00,24.6,0.0,93,20.3,0.4
2025/03/12,21:00,24.2,0.0,94,21.9,0.2
2025/03/12,22:00,24.3,0.0,94,17.7,0.7
2025/03/12,23:00,24.2,0.0,94,18.4,0.3
2025/03/13,00:00,24.1,0.0,95,16.4,1.0
2025/03/13,01:00,24.2,0.0,95,17.2,1.0
2025/03/13,02:00,24.2,0.0,96,20.1,0.6
2025/03/13,03:00,24.1,0.8,96,21.6,1.3
2025/03/13,04:00,23.5,27.1,96,19.4,1.7
2025/03/13,05:00,23.3,7.1,98,17.5,1.0
2025/03/13,06:00,23.3,3.0,98,14.1,0.8
2025/03/13,07:00,23.2,3.5,98,10.3,1.1
2025/03/13,08:00,23.1,4.5,97,9.4,1.5
2025/03/13,09:00,23.1,3.0,97,10.5,0.8
2025/03/13,10:00,23.2,2.0,97,9.5,1.0
2025/03/13,11:00,23.6,0.7,96,9.3,0.9
2025/03/13,12:00,24.2,0.1,93,18.1,0.5
2025/03/13,13:00,24.9,0.0,90,20,1.3
2025/03/13,14:00,26.2,0.1,85,18.1,1.0
2025/03/13,15:00,26.5,0.2,85,17.7,0.8
2025/03/13,16:00,24.6,0.3,91,16.7,1.7
2025/03/13,17:00,24.6,0.0,92,15.2,1.5
2025/03/13,18:00,24.4,0.0,92,12.4,1.3
2025/03/13,19:00,23.9,0.0,93,9.8,1.9
2025/03/13,20:00,23.7,0.0,93,10.2,1.4
2025/03/13,21:00,23.6,0.0,93,10.4,0.9
2025/03/13,22:00,23.5,0.0,94,14.1,0.2
2025/03/13,23:00,23.3,0.3,95,10.4,0.4
2025/03/14,00:00,23.2,0.0,96,14.9,1.0
2025/03/14,01:00,23.0,0.0,96,15.6,0.7
2025/03/14,02:00,22.9,0.0,97,14.8,1.3
2025/03/14,03:00,23.0,0.0,96,15.7,1.3
2025/03/14,04:00,22.8,0.0,96,17,1.2
2025/03/14,05:00,22.9,0.0,96,15.7,1.2
2025/03/14,06:00,22.8,0.0,96,15.2,0.3
2025/03/14,07:00,23.0,0.0,97,16.4,0.0
2025/03/14,08:00,24.3,0.0,92,12.1,0.3
2025/03/14,09:00,25.3,0.0,87,8.8,1.3
2025/03/14,10:00,26.2,0.0,85,10.3,1.4
2025/03/14,11:00,26.7,0.0,85,9.8,1.7
2025/03/14,12:00,27.9,0.0,82,9.9,1.6
2025/03/14,13:00,27.7,0.1,83,8.8,2.1
2025/03/14,14:00,28.3,0.0,82,7.1,1.2
2025/03/14,15:00,28.3,0.0,80,13.2,1.1
2025/03/14,16:00,27.7,0.0,84,19.2,2.1
2025/03/14,17:00,27.1,0.0,85,17.7,1.9
2025/03/14,18:00,26.1,0.0,87,12.1,1.5
2025/03/14,19:00,24.7,0.0,88,9.3,1.9
2025/03/14,20:00,24.0,0.0,90,7.9,0.2
2025/03/14,21:00,23.5,0.0,94,S/D,0.0
2025/03/14,22:00,23.6,0.0,95,19.8,0.4
2025/03/14,23:00,23.6,0.0,94,19.1,0.6
2025/03/15,00:00,23.3,0.0,95,18.1,0.9
2025/03/15,01:00,23.2,0.0,96,21.4,0.6
2025/03/15,02:00,23.0,0.0,97,21,0.1
2025/03/15,03:00,23.0,0.0,97,S/D,0.0
2025/03/15,04:00,23.0,0.0,98,S/D,0.0
2025/03/15,05:00,23.0,0.0,98,S/D,0.0
2025/03/15,06:00,22.9,0.0,98,24.5,0.1
2025/03/15,07:00,23.4,0.0,98,22.8,0.4
2025/03/15,08:00,25.5,0.0,90,18,0.8
2025/03/15,09:00,28.0,0.0,82,10.7,1.2
2025/03/15,10:00,28.3,0.0,80,18.3,0.9
2025/03/15,11:00,29.6,0.0,75,17.9,0.4
2025/03/15,12:00,30.2,0.0,73,24.9,0.1
2025/03/15,13:00,30.4,0.0,73,2.4,0.7
2025/03/15,14:00,31.6,0.0,69,35.4,0.3
2025/03/15,15:00,31.9,0.3,65,19.7,0.1
2025/03/15,16:00,32.4,0.0,64,10.8,0.4
2025/03/15,17:00,30.3,0.4,75,6.7,2.0
2025/03/15,18:00,29.4,0.0,78,8.6,2.1
2025/03/15,19:00,27.6,0.0,84,6.4,1.2
2025/03/15,20:00,26.5,0.0,87,33.5,0.1
2025/03/15,21:00,26.3,0.0,88,S/D,0.0
2025/03/15,22:00,25.8,0.0,90,4.4,0.3
2025/03/15,23:00,25.5,0.0,92,2.5,0.7
2025/03/16,00:00,25.1,0.0,93,5.6,0.6
2025/03/16,01:00,25.3,0.0,92,6,0.6
2025/03/16,02:00,25.1,0.0,93,16.7,0.8
2025/03/16,03:00,24.8,0.0,95,17.7,1.9
2025/03/16,04:00,24.6,0.0,94,18.4,1.3
2025/03/16,05:00,24.3,0.0,95,16.7,1.1
2025/03/16,06:00,24.1,0.0,95,18,0.8
2025/03/16,07:00,24.2,0.0,95,21.2,1.3
2025/03/16,08:00,25.8,0.0,89,23.9,1.1
2025/03/16,09:00,28.1,0.0,82,23.4,0.2
2025/03/16,10:00,29.3,0.0,79,24,0.2
2025/03/16,11:00,30.3,0.0,77,33.5,0.4
2025/03/16,12:00,31.7,0.0,70,33.2,0.0
2025/03/16,13:00,30.9,1.2,72,35.3,0.6
2025/03/16,14:00,28.0,7.9,85,27.1,1.1
2025/03/16,15:00,30.3,0.0,78,24,2.6
2025/03/16,16:00,25.8,0.8,85,33.9,2.2
2025/03/16,17:00,24.3,0.1,91,26.7,0.3
2025/03/16,18:00,24.1,0.0,93,24.5,0.2
2025/03/16,19:00,23.8,0.0,94,2,1.0
2025/03/16,20:00,23.5,0.0,95,7.5,1.1
2025/03/16,21:00,23.5,0.0,95,7.9,0.9
2025/03/16,22:00,23.4,0.0,96,7.3,1.4
2025/03/16,23:00,23.4,0.0,96,5.6,1.0
2025/03/17,00:00,23.4,0.0,97,0,0.0
2025/03/17,01:00,23.6,0.0,97,12.8,0.4
2025/03/17,02:00,23.5,0.1,97,11.3,0.3
2025/03/17,03:00,23.4,0.0,97,8.4,1.3
2025/03/17,04:00,23.5,0.0,97,10.8,0.6
2025/03/17,05:00,23.5,0.0,97,10.6,0.2
2025/03/17,06:00,23.4,0.1,97,21.7,0.4
2025/03/17,07:00,23.5,0.1,97,23.4,1.6
2025/03/17,08:00,24.2,0.0,96,23.7,0.4
2025/03/17,09:00,25.2,0.0,91,20.7,0.3
2025/03/17,10:00,26.6,0.0,87,33.2,0.3
2025/03/17,11:00,28.2,0.0,83,32.6,0.4
2025/03/17,12:00,29.9,0.0,79,31.5,0.5
2025/03/17,13:00,30.8,0.0,76,2.8,0.4
2025/03/17,14:00,31.4,0.0,73,0,0.3
2025/03/17,15:00,31.7,0.0,70,33.9,0.5
2025/03/17,16:00,31.2,0.0,69,31.6,0.4
2025/03/17,17:00,30.4,0.0,73,30.4,0.1
2025/03/17,18:00,29.1,0.0,79,19.9,0.4
2025/03/17,19:00,27.8,0.0,86,15.8,0.1
2025/03/17,20:00,26.7,0.0,90,7.6,0.4
2025/03/17,21:00,26.4,0.0,90,9.1,0.9
2025/03/17,22:00,26.3,0.0,90,9.4,1.1
2025/03/17,23:00,25.5,0.0,92,9.5,0.2
2025/03/18,00:00,25.0,0.0,95,13,0.0
2025/03/18,01:00,24.7,0.0,95,S/D,0.0
2025/03/18,02:00,24.5,0.0,96,S/D,0.0
2025/03/18,03:00,24.5,0.0,96,9.5,0.9
2025/03/18,04:00,24.5,0.0,95,8.3,0.9
2025/03/18,05:00,24.1,0.0,96,8.7,0.6
2025/03/18,06:00,24.1,0.0,97,9.7,0.6
2025/03/18,07:00,24.9,0.0,96,9.9,0.8
2025/03/18,08:00,27.1,0.0,89,10.2,1.8
2025/03/18,09:00,28.4,0.0,83,12.2,1.0
2025/03/18,10:00,29.8,0.0,80,10.7,0.8
2025/03/18,11:00,30.6,0.0,77,14.5,0.8
2025/03/18,12:00,30.4,0.0,77,19.2,1.8
2025/03/18,13:00,30.6,0.0,77,20.9,2.4
2025/03/18,14:00,31.5,0.0,73,19.6,1.5
2025/03/18,15:00,31.5,0.0,71,20.3,2.0
2025/03/18,16:00,31.6,0.0,71,21.9,1.7
2025/03/18,17:00,30.6,0.0,74,23.5,0.9
2025/03/18,18:00,27.6,0.0,82,1.6,2.0
2025/03/18,19:00,24.4,4.4,92,.1,1.6
2025/03/18,20:00,24.3,0.3,94,23.7,0.7
2025/03/18,21:00,24.1,0.0,94,22.8,0.6
2025/03/18,22:00,23.9,0.0,95,23.6,0.4
2025/03/18,23:00,24.0,0.0,96,34.8,0.2
2025/03/19,00:00,23.8,0.0,96,S/D,0.0
2025/03/19,01:00,23.8,0.0,97,S/D,0.0
2025/03/19,02:00,23.8,0.0,97,3.3,0.1
2025/03/19,03:00,23.7,0.0,97,34.7,0.3
2025/03/19,04:00,23.6,0.0,97,32.9,0.4
2025/03/19,05:00,23.8,0.0,98,28.6,0.2
2025/03/19,06:00,23.8,0.0,98,28.1,0.4
2025/03/19,07:00,23.9,0.0,98,30.6,0.7
2025/03/19,08:00,24.4,0.0,97,26.5,0.8
2025/03/19,09:00,25.9,0.0,91,20.6,1.0
2025/03/19,10:00,27.6,0.0,85,22.9,0.5
2025/03/19,11:00,29.1,0.0,82,30.3,0.5
2025/03/19,12:00,29.2,13.6,80,16.8,1.0
2025/03/19,13:00,24.1,17.4,92,11.8,1.1
2025/03/19,14:00,23.9,1.7,94,9,1.7
2025/03/19,15:00,24.6,0.1,93,9.1,1.9
2025/03/19,16:00,25.3,0.0,90,9.6,1.9
2025/03/19,17:00,25.5,0.0,90,9.1,2.1
2025/03/19,18:00,24.8,0.0,93,6.1,0.8
2025/03/19,19:00,24.3,0.0,95,5.7,0.2
2025/03/19,20:00,24.5,0.0,96,17.6,0.3
2025/03/19,21:00,24.9,0.0,93,12.6,0.9
2025/03/19,22:00,24.6,0.0,92,10.6,1.6
2025/03/19,23:00,24.6,0.0,92,10.9,1.4
2025/03/20,00:00,24.4,0.0,93,11,0.8
2025/03/20,01:00,24.2,0.0,94,10.2,1.2
2025/03/20,02:00,24.1,0.0,94,10.6,1.0
2025/03/20,03:00,24.1,0.0,95,10.9,0.9
2025/03/20,04:00,23.9,0.0,95,11.6,0.5
2025/03/20,05:00,23.7,0.0,95,16.7,0.2
2025/03/20,06:00,23.5,0.0,96,18.7,0.2
2025/03/20,07:00,23.8,0.0,97,18.6,0.6
2025/03/20,08:00,25.2,0.0,92,10.9,1.0
