Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : PUERTO MALDONADO
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°35'14.28'',Longitud :,69°12'31.68'',Altitud :,209 msnm.
Tipo :,EMA - Meteorológica,Código :,112279
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/04/02,05:00,20.1,0.2,93,14.4,0.7
2025/04/02,06:00,20.0,0.0,94,16.8,1.2
2025/04/02,07:00,20.0,0.0,94,15.4,1.5
2025/04/02,08:00,20.5,0.0,92,17.4,1.1
2025/04/02,09:00,21.6,0.0,89,13.7,1.1
2025/04/02,10:00,22.8,0.0,86,9.3,1.8
2025/04/02,11:00,23.6,0.0,85,13.7,0.8
2025/04/02,12:00,23.5,0.0,86,12.7,0.6
2025/04/02,13:00,24.2,0.0,85,11,0.5
2025/04/02,14:00,24.9,0.0,84,8.1,1.1
2025/04/02,15:00,25.2,0.0,84,7.8,1.3
2025/04/02,16:00,24.8,0.0,86,8.9,1.2
2025/04/02,17:00,24.3,0.0,87,8.4,1.2
2025/04/02,18:00,24.1,0.0,88,13.3,0.6
2025/04/02,19:00,23.6,0.0,90,16,0.9
2025/04/02,20:00,23.2,0.0,92,15.3,1.2
2025/04/02,21:00,22.6,0.0,94,16.7,0.3
2025/04/02,22:00,22.5,0.0,96,S/D,0.0
2025/04/02,23:00,22.8,0.0,97,5.6,0.5
2025/04/03,00:00,22.8,0.0,95,4.1,1.1
2025/04/03,01:00,22.4,0.0,95,4.9,0.6
2025/04/03,02:00,22.0,0.0,96,31.2,0.1
2025/04/03,03:00,22.0,0.0,97,S/D,0.0
2025/04/03,04:00,22.1,0.0,98,20.9,0.1
2025/04/03,05:00,22.1,0.0,98,18.6,0.4
2025/04/03,06:00,22.0,0.0,97,18.8,0.8
2025/04/03,07:00,22.0,0.0,98,20.1,0.5
2025/04/03,08:00,23.4,0.0,94,34.7,0.2
2025/04/03,09:00,25.7,0.0,86,0,0.2
2025/04/03,10:00,27.0,0.0,80,27.2,0.1
2025/04/03,11:00,28.2,0.0,77,31.2,0.6
2025/04/03,12:00,29.1,0.0,73,32.8,1.0
2025/04/03,13:00,29.9,0.0,71,34.9,0.3
2025/04/03,14:00,30.4,0.0,70,32.6,0.7
2025/04/03,15:00,30.8,0.0,68,32.7,1.3
2025/04/03,16:00,30.5,0.0,68,31.6,1.1
2025/04/03,17:00,29.0,0.0,77,32.9,1.0
2025/04/03,18:00,27.4,0.0,83,29.4,0.3
2025/04/03,19:00,26.2,0.0,88,3.3,0.6
2025/04/03,20:00,25.6,0.0,89,4.2,1.1
2025/04/03,21:00,24.9,0.0,91,4.1,0.7
2025/04/03,22:00,24.3,0.0,93,7.9,0.2
2025/04/03,23:00,24.2,0.0,94,6.1,0.8
2025/04/04,00:00,23.9,0.0,95,S/D,0.0
2025/04/04,01:00,23.6,0.0,96,S/D,0.0
2025/04/04,02:00,23.5,0.0,96,1.5,0.0
2025/04/04,03:00,23.5,0.0,96,S/D,0.0
2025/04/04,04:00,23.4,0.0,97,.7,0.0
2025/04/04,05:00,23.2,0.0,97,18.1,0.5
2025/04/04,06:00,23.0,0.0,97,18.5,1.0
2025/04/04,07:00,23.1,0.0,98,17.9,1.2
2025/04/04,08:00,25.1,0.0,92,20.6,1.4
2025/04/04,09:00,27.6,0.0,83,17.2,1.5
2025/04/04,10:00,28.1,0.0,81,16.9,1.7
2025/04/04,11:00,28.7,0.0,82,9.9,1.0
2025/04/04,12:00,28.3,7.7,78,11.7,2.0
2025/04/04,13:00,26.1,1.1,89,13.3,1.4
2025/04/04,14:00,26.3,0.0,87,15.7,1.7
2025/04/04,15:00,25.9,0.0,87,11.3,1.9
2025/04/04,16:00,26.5,0.0,86,13.1,1.3
2025/04/04,17:00,26.4,0.0,86,11.1,1.6
2025/04/04,18:00,25.4,0.0,88,9.5,2.2
2025/04/04,19:00,24.8,0.1,91,9.2,1.8
2025/04/04,20:00,24.5,0.0,94,9.6,1.3
2025/04/04,21:00,24.5,0.0,94,13.6,0.7
2025/04/04,22:00,24.4,0.0,94,12.5,0.6
2025/04/04,23:00,24.3,0.0,93,10.8,1.2
2025/04/05,00:00,24.1,0.0,92,11,1.4
2025/04/05,01:00,23.9,0.0,90,11.1,0.9
2025/04/05,02:00,23.7,0.0,90,11.6,0.7
2025/04/05,03:00,23.5,0.0,90,11.8,0.9
2025/04/05,04:00,23.6,0.0,87,14.3,1.4
2025/04/05,05:00,23.2,0.0,86,13.7,1.1
2025/04/05,06:00,22.9,0.0,85,12.9,1.1
2025/04/05,07:00,22.9,0.0,84,13.6,1.2
2025/04/05,08:00,23.8,0.0,84,11.8,1.4
2025/04/05,09:00,25.4,0.0,79,11.9,1.6
2025/04/05,10:00,26.5,0.0,71,12,2.2
2025/04/05,11:00,27.3,0.0,67,13,2.0
2025/04/05,12:00,28.4,0.0,64,11.3,2.0
2025/04/05,13:00,28.4,0.0,65,9.5,3.2
2025/04/05,14:00,28.5,0.0,67,8.8,2.8
2025/04/05,15:00,28.9,0.0,66,10.1,2.2
2025/04/05,16:00,29.1,0.0,65,11.1,1.8
2025/04/05,17:00,28.2,0.0,69,9.8,1.9
2025/04/05,18:00,26.9,0.0,73,9.9,1.6
2025/04/05,19:00,25.5,0.0,79,10.4,0.6
2025/04/05,20:00,24.7,0.0,82,16.4,0.8
2025/04/05,21:00,24.2,0.0,84,15.2,1.1
2025/04/05,22:00,23.5,0.0,86,14.5,0.7
2025/04/05,23:00,23.0,0.0,87,17.7,0.6
2025/04/06,00:00,22.2,0.0,90,18.2,0.5
2025/04/06,01:00,22.1,0.0,91,13.4,0.4
2025/04/06,02:00,21.6,0.0,91,10.1,0.4
2025/04/06,03:00,21.4,0.0,90,8.4,1.1
2025/04/06,04:00,21.2,0.0,91,9,1.7
2025/04/06,05:00,21.4,0.0,89,9.4,1.9
2025/04/06,06:00,21.6,0.0,88,12.3,0.8
2025/04/06,07:00,22.2,0.0,86,12.8,0.9
2025/04/06,08:00,24.0,0.0,79,12.7,1.3
2025/04/06,09:00,26.0,0.0,73,12.3,1.7
2025/04/06,10:00,27.6,0.0,69,12,2.2
2025/04/06,11:00,28.4,0.0,66,11.5,2.0
2025/04/06,12:00,28.4,0.0,68,10.1,1.9
2025/04/06,13:00,28.2,0.0,69,8.3,2.4
2025/04/06,14:00,28.1,0.0,70,7.4,2.1
2025/04/06,15:00,27.9,0.0,71,6.8,1.8
2025/04/06,16:00,27.8,0.0,71,8,1.8
2025/04/06,17:00,27.8,0.0,71,9.5,1.2
2025/04/06,18:00,26.2,0.0,76,9.5,0.8
2025/04/06,19:00,24.4,0.0,85,7.1,0.2
2025/04/06,20:00,23.4,0.0,90,S/D,0.0
2025/04/06,21:00,22.8,0.0,93,S/D,0.0
2025/04/06,22:00,22.3,0.0,95,S/D,0.0
2025/04/06,23:00,21.9,0.0,96,24.4,0.1
2025/04/07,00:00,21.7,0.0,96,28.5,0.1
2025/04/07,01:00,21.6,0.0,97,33,0.0
2025/04/07,02:00,21.6,0.0,97,S/D,0.0
2025/04/07,03:00,21.4,0.0,98,S/D,0.0
2025/04/07,04:00,21.2,0.0,98,S/D,0.0
2025/04/07,05:00,21.0,0.0,98,S/D,0.0
2025/04/07,06:00,20.8,0.0,98,S/D,0.0
2025/04/07,07:00,21.4,0.0,98,20.8,0.5
2025/04/07,08:00,24.0,0.0,93,20.3,1.5
2025/04/07,09:00,26.5,0.0,82,18.3,1.3
2025/04/07,10:00,28.2,0.0,73,19.5,1.2
2025/04/07,11:00,29.3,0.0,71,15.1,0.6
2025/04/07,12:00,29.9,0.0,69,7.4,0.8
2025/04/07,13:00,31.2,0.0,63,6.4,0.3
2025/04/07,14:00,31.8,0.0,62,7.9,0.9
2025/04/07,16:00,30.9,0.0,65,5.6,1.0
2025/04/07,17:00,30.6,0.0,64,5.7,1.7
2025/04/07,18:00,28.8,0.0,70,8.3,1.5
2025/04/07,19:00,27.4,0.0,77,8.9,0.9
2025/04/07,20:00,26.4,0.0,81,8,0.7
2025/04/07,21:00,24.7,0.0,90,S/D,0.0
2025/04/07,22:00,24.1,0.0,94,S/D,0.0
2025/04/07,23:00,23.6,0.0,95,S/D,0.0
2025/04/08,00:00,23.4,0.0,96,S/D,0.0
2025/04/08,01:00,23.2,0.0,97,21,0.1
2025/04/08,02:00,23.0,0.0,96,18.2,0.9
2025/04/08,03:00,23.0,0.0,95,15.2,0.3
2025/04/08,04:00,22.9,0.0,93,15.7,0.2
2025/04/08,05:00,22.2,0.0,95,8.8,0.2
2025/04/08,06:00,22.0,0.0,96,18.8,0.1
2025/04/08,07:00,22.8,0.0,94,18.6,0.8
2025/04/08,08:00,25.2,0.0,86,14.1,1.0
2025/04/08,09:00,28.0,0.0,81,8.9,2.0
2025/04/08,10:00,29.7,0.0,76,9.1,1.7
2025/04/08,11:00,30.8,0.0,71,8.3,1.4
2025/04/08,12:00,30.9,0.0,69,8.5,1.1
2025/04/08,13:00,30.9,0.0,69,6.6,1.4
2025/04/08,14:00,32.2,0.0,64,3,0.7
2025/04/08,15:00,31.7,0.0,62,19.7,1.1
2025/04/08,16:00,32.2,0.0,63,11.9,0.4
2025/04/08,17:00,31.8,0.0,63,12.8,0.7
2025/04/08,18:00,29.8,0.0,71,12.7,0.7
2025/04/08,19:00,28.5,0.0,78,16.7,0.8
2025/04/08,20:00,26.9,0.0,85,17.8,1.6
2025/04/08,21:00,26.3,0.0,86,17.7,1.1
2025/04/08,22:00,26.0,0.0,87,17.5,1.2
2025/04/08,23:00,25.9,0.0,87,15.5,0.8
2025/04/09,00:00,25.8,0.2,88,14.4,1.0
2025/04/09,01:00,25.2,0.0,90,13.9,0.9
2025/04/09,02:00,24.7,0.0,91,11.7,0.9
2025/04/09,03:00,24.6,0.0,92,13.5,1.0
2025/04/09,04:00,24.4,0.0,92,13.3,1.2
2025/04/09,05:00,24.3,0.0,92,13.8,1.0
2025/04/09,06:00,24.2,0.0,92,14.4,1.4
2025/04/09,07:00,24.4,0.0,89,13.5,1.2
2025/04/09,08:00,24.7,0.0,87,14.6,1.3
2025/04/09,09:00,25.2,0.0,86,14.7,1.4
2025/04/09,10:00,26.6,0.0,82,14.4,1.6
2025/04/09,11:00,27.1,0.0,79,11.9,1.5
2025/04/09,12:00,27.5,0.0,80,9.8,2.2
2025/04/09,13:00,28.1,0.0,78,11.7,0.9
2025/04/09,14:00,28.2,0.0,79,8.6,1.6
2025/04/09,15:00,28.3,0.0,79,7.7,1.6
2025/04/09,16:00,29.0,0.0,75,9.6,1.0
2025/04/09,17:00,28.1,0.0,79,9.1,1.2
2025/04/09,18:00,26.6,0.0,85,6,1.2
2025/04/09,19:00,25.7,0.0,88,3.7,0.9
2025/04/09,20:00,24.9,0.0,91,1.8,0.3
2025/04/09,21:00,24.5,0.0,92,3.8,0.4
2025/04/09,22:00,24.0,0.0,94,19.3,0.1
2025/04/09,23:00,23.9,0.0,95,17.5,0.4
2025/04/10,00:00,23.5,0.0,96,34.8,0.1
2025/04/10,01:00,23.5,0.0,97,2,0.5
2025/04/10,02:00,23.3,0.0,97,2.4,0.1
2025/04/10,03:00,23.1,0.0,97,19.8,0.3
2025/04/10,04:00,22.9,0.0,97,20.5,0.0
2025/04/10,05:00,22.6,0.0,98,S/D,0.0
2025/04/10,06:00,22.6,0.0,98,21.3,0.7
2025/04/10,07:00,22.5,0.0,98,20,0.9
2025/04/10,08:00,23.2,0.0,98,21.2,0.7
2025/04/10,09:00,25.1,0.0,93,31.1,0.4
2025/04/10,10:00,26.6,0.0,86,.1,0.9
2025/04/10,11:00,27.4,0.0,83,34.8,1.2
2025/04/10,12:00,28.3,0.0,81,31.9,1.0
2025/04/10,13:00,29.6,0.0,76,31.6,1.3
2025/04/10,14:00,30.6,0.0,70,29.8,0.7
2025/04/10,15:00,30.7,0.0,71,33.9,1.3
2025/04/10,16:00,29.0,0.0,79,34,1.2
2025/04/10,17:00,28.5,0.0,80,32,0.9
2025/04/10,18:00,27.5,0.0,85,1.1,0.9
2025/04/10,19:00,26.5,0.0,87,2,1.1
2025/04/10,20:00,25.8,0.0,90,1.7,1.0
2025/04/10,21:00,25.6,0.0,91,35.3,0.3
2025/04/10,22:00,25.7,0.0,92,23.2,0.4
2025/04/10,23:00,25.7,0.0,91,20,0.2
2025/04/11,00:00,25.1,0.0,94,24.3,0.1
2025/04/11,01:00,24.9,0.0,95,21.1,0.1
2025/04/11,02:00,24.6,0.0,96,24.7,0.1
2025/04/11,03:00,24.3,0.0,96,24.7,0.1
2025/04/11,04:00,24.2,0.0,97,19.2,0.3
2025/04/11,05:00,24.1,0.0,97,25.5,0.5
2025/04/11,06:00,24.0,0.0,97,31.2,0.1
2025/04/11,07:00,24.4,0.3,97,22.5,0.8
2025/04/11,08:00,24.8,0.0,94,27.7,1.0
2025/04/11,09:00,25.0,0.0,93,32.1,1.0
2025/04/11,10:00,25.4,0.0,92,31.1,1.4
2025/04/11,11:00,24.6,0.4,91,31.6,1.7
2025/04/11,12:00,25.3,0.1,90,30.1,1.3
2025/04/11,13:00,27.5,0.0,82,28,0.9
2025/04/11,14:00,28.4,0.0,80,30.5,1.1
2025/04/11,15:00,28.7,0.0,80,31.7,1.2
2025/04/11,16:00,28.8,0.0,80,33.6,0.9
2025/04/11,17:00,28.1,0.0,84,35.4,0.9
2025/04/11,18:00,26.8,0.0,87,35.9,0.2
2025/04/11,19:00,25.6,0.0,92,S/D,0.0
2025/04/11,20:00,25.4,0.0,94,3.1,0.6
2025/04/11,21:00,24.8,0.0,94,2.9,0.4
2025/04/11,22:00,24.6,0.0,93,1.9,1.2
2025/04/11,23:00,24.2,0.0,93,.8,0.5
2025/04/12,00:00,24.1,0.0,94,22.4,0.2
2025/04/12,01:00,24.2,0.0,94,19.5,0.3
2025/04/12,02:00,24.0,0.0,95,18.3,0.1
2025/04/12,03:00,23.8,0.0,95,18.3,0.3
2025/04/12,04:00,23.5,0.0,96,15.3,0.0
2025/04/12,05:00,23.5,0.0,97,32.4,0.4
2025/04/12,06:00,23.9,0.0,96,31.5,0.8
2025/04/12,07:00,24.2,0.0,95,31.3,0.4
2025/04/12,08:00,25.0,0.0,92,32.5,0.2
2025/04/12,09:00,26.5,0.0,87,33.8,0.8
2025/04/12,10:00,27.8,0.0,84,30.6,0.3
2025/04/12,11:00,29.1,0.0,81,32.7,0.5
2025/04/12,12:00,30.3,0.0,78,32.1,1.3
2025/04/12,13:00,30.4,3.8,72,28.5,1.5
2025/04/12,14:00,25.3,8.9,92,23.1,2.3
2025/04/12,15:00,25.4,0.4,93,34,0.3
2025/04/12,16:00,27.0,0.0,86,18.1,0.4
2025/04/12,17:00,26.4,0.0,88,14.4,0.3
2025/04/12,18:00,25.6,0.0,91,6.8,0.1
2025/04/12,19:00,25.2,0.7,95,3.5,0.4
2025/04/12,20:00,25.1,0.0,95,17.4,0.7
2025/04/12,21:00,24.8,0.0,95,16.1,0.2
2025/04/12,22:00,24.6,0.0,96,20.2,0.8
2025/04/12,23:00,24.4,0.0,97,22.4,0.1
2025/04/13,00:00,24.2,0.0,97,29.7,0.2
2025/04/13,01:00,24.3,0.0,98,1.6,0.9
2025/04/13,02:00,24.2,0.0,98,2.8,1.1
2025/04/13,03:00,24.1,0.0,98,2,0.7
2025/04/13,04:00,23.9,0.0,98,3.7,0.9
2025/04/13,05:00,23.7,0.0,97,3.4,0.8
2025/04/13,06:00,23.6,0.2,97,1.9,0.2
2025/04/13,07:00,24.2,0.0,97,31.9,0.4
2025/04/13,08:00,25.2,0.0,91,29.7,0.9
2025/04/13,09:00,27.3,0.0,86,28.4,1.0
2025/04/13,10:00,28.9,0.0,80,30.5,1.6
2025/04/13,11:00,29.7,0.0,78,31.5,1.9
2025/04/13,12:00,30.5,0.0,75,30.6,2.0
2025/04/13,13:00,30.7,0.0,76,27.8,0.9
2025/04/13,14:00,30.6,0.0,75,31.4,1.3
2025/04/13,15:00,31.7,0.0,70,30.7,0.9
2025/04/13,16:00,31.9,0.0,71,33.1,0.1
2025/04/13,17:00,31.0,0.0,73,3.7,0.3
2025/04/13,18:00,29.3,0.0,80,12.5,0.7
2025/04/13,19:00,28.1,0.0,86,16,0.8
2025/04/13,20:00,27.9,0.0,86,14.7,1.0
2025/04/13,21:00,26.9,0.0,88,7.6,2.1
2025/04/13,22:00,25.8,0.0,89,10.9,2.1
2025/04/13,23:00,24.2,0.5,90,13.9,1.9
2025/04/14,00:00,23.5,0.0,90,12.7,1.5
2025/04/14,01:00,23.1,0.0,91,11.8,1.9
2025/04/14,02:00,22.5,0.5,92,12.4,1.3
2025/04/14,03:00,22.3,0.0,92,13.6,1.2
2025/04/14,04:00,22.2,1.1,92,11.1,1.1
2025/04/14,05:00,21.9,12.7,94,22.5,0.4
2025/04/14,06:00,21.5,22.0,97,16.1,1.3
2025/04/14,07:00,21.7,3.8,97,10.5,1.9
2025/04/14,08:00,21.9,3.7,96,14.3,1.7
2025/04/14,09:00,21.9,2.0,95,15.8,1.6
2025/04/14,10:00,22.3,0.9,94,15.7,1.7
2025/04/14,11:00,23.4,0.0,90,14.3,1.4
2025/04/14,12:00,24.9,0.0,85,10.1,1.7
2025/04/14,13:00,25.7,0.0,84,10.4,1.4
2025/04/14,14:00,26.6,0.0,81,14.9,0.8
2025/04/14,15:00,27.0,0.0,82,6.1,1.1
2025/04/14,16:00,26.5,0.0,84,35.1,1.2
2025/04/14,17:00,25.5,0.0,87,31.6,1.2
2025/04/14,18:00,24.3,0.0,90,32,0.8
2025/04/14,19:00,23.6,0.0,93,31.7,0.9
2025/04/14,20:00,23.3,0.0,94,33.2,0.9
2025/04/14,21:00,23.0,0.0,95,33.4,0.8
2025/04/14,22:00,22.7,0.0,96,31,0.2
2025/04/14,23:00,22.6,0.0,97,S/D,0.0
2025/04/15,00:00,22.7,0.0,97,S/D,0.0
2025/04/15,01:00,22.8,0.0,97,S/D,0.0
2025/04/15,02:00,22.6,0.0,97,20.8,0.1
2025/04/15,03:00,22.3,0.0,97,31,0.4
2025/04/15,04:00,22.2,0.0,98,29.7,0.4
2025/04/15,05:00,22.0,0.0,98,32.7,0.6
2025/04/15,06:00,22.0,0.0,98,29,0.1
2025/04/15,07:00,22.2,0.0,98,25.2,0.0
2025/04/15,08:00,23.1,0.0,98,35.2,0.5
2025/04/15,09:00,24.7,0.0,89,29.9,0.8
2025/04/15,10:00,26.0,0.0,85,31.6,1.4
2025/04/15,11:00,27.3,0.0,82,31,1.8
2025/04/15,12:00,28.2,0.0,80,30.9,1.5
2025/04/15,13:00,28.7,0.0,79,31.4,1.8
2025/04/15,14:00,29.5,0.0,77,31.6,1.8
2025/04/15,15:00,30.2,0.0,74,31.2,1.7
2025/04/15,16:00,30.5,0.0,75,31.8,1.2
2025/04/15,17:00,29.6,0.0,77,35.9,0.7
2025/04/15,18:00,27.8,0.0,84,2.4,0.5
2025/04/15,19:00,27.0,0.0,87,1.7,0.6
2025/04/15,20:00,25.9,0.0,90,33.1,0.3
2025/04/15,21:00,25.3,0.0,94,24.7,0.2
2025/04/15,22:00,24.9,0.0,96,1.1,0.2
2025/04/15,23:00,24.5,0.0,96,14.3,0.1
2025/04/16,00:00,24.4,0.0,97,9.8,0.0
2025/04/16,01:00,24.1,0.0,97,31.6,0.0
2025/04/16,02:00,23.7,0.0,97,31,0.0
2025/04/16,03:00,23.3,0.0,98,29.6,0.0
2025/04/16,04:00,23.1,0.0,98,S/D,0.0
2025/04/16,05:00,22.9,0.0,98,S/D,0.0
2025/04/16,06:00,22.9,0.0,98,1.6,0.0
2025/04/16,07:00,23.5,0.0,99,22.9,0.2
2025/04/16,08:00,25.1,0.0,97,2.2,0.7
2025/04/16,09:00,26.9,0.0,86,35.8,2.4
2025/04/16,10:00,29.0,0.0,83,35.1,1.7
2025/04/16,11:00,30.3,0.0,78,35.7,1.5
2025/04/16,12:00,31.3,0.0,75,34.7,1.7
2025/04/16,13:00,31.9,0.0,71,32.1,2.2
2025/04/16,14:00,32.5,0.0,67,32.3,2.2
2025/04/16,15:00,32.5,0.0,67,31.5,2.2
2025/04/16,16:00,32.6,0.0,66,33.1,2.0
2025/04/16,17:00,31.9,0.0,69,33.9,1.1
2025/04/16,18:00,29.6,0.0,79,4.3,0.8
2025/04/16,19:00,28.0,0.0,85,7.2,1.0
2025/04/16,20:00,27.3,0.0,86,8,1.0
2025/04/16,21:00,26.6,0.0,88,9.2,0.5
2025/04/16,22:00,26.4,0.0,89,7,1.0
2025/04/16,23:00,26.0,0.0,90,6.9,1.0
2025/04/17,00:00,25.3,0.0,93,8.3,0.7
2025/04/17,01:00,24.8,0.0,94,4,0.2
2025/04/17,02:00,24.5,0.0,96,S/D,0.0
2025/04/17,03:00,24.6,0.0,96,1.7,0.1
2025/04/17,04:00,24.4,0.0,96,1.7,0.1
2025/04/17,05:00,24.3,0.0,96,32.6,0.0
2025/04/17,06:00,24.2,0.0,97,S/D,0.0
2025/04/17,07:00,24.8,0.0,96,23.1,1.0
2025/04/17,08:00,26.2,0.0,90,26.1,0.9
2025/04/17,09:00,27.6,0.0,84,31.8,1.4
2025/04/17,10:00,29.3,0.0,80,31.7,1.6
2025/04/17,11:00,30.8,0.0,77,33.5,1.6
2025/04/17,12:00,31.3,0.0,73,32.3,2.0
2025/04/17,13:00,31.6,0.0,74,30.4,1.6
2025/04/17,14:00,30.9,0.0,75,30.2,1.6
2025/04/17,15:00,30.0,0.0,79,28,1.0
2025/04/17,16:00,29.9,0.0,79,26,0.6
2025/04/17,17:00,29.8,0.0,81,21.2,0.3
2025/04/17,18:00,28.7,0.0,86,17.2,0.4
2025/04/17,19:00,27.8,0.0,88,14.5,0.2
2025/04/17,20:00,26.7,0.0,93,32.9,0.2
2025/04/17,21:00,26.4,0.0,95,24,0.3
2025/04/17,22:00,26.1,0.0,92,32.8,0.4
2025/04/17,23:00,25.6,0.0,93,30.1,0.6
2025/04/18,00:00,25.1,0.0,94,31.4,0.4
2025/04/18,01:00,24.4,0.0,95,30.8,0.1
2025/04/18,02:00,24.0,0.0,96,S/D,0.0
2025/04/18,03:00,23.9,0.0,97,S/D,0.0
2025/04/18,04:00,23.9,0.0,98,31.9,0.5
2025/04/18,05:00,23.5,0.0,98,33.2,0.1
2025/04/18,06:00,23.1,0.0,98,34.9,0.2
2025/04/18,07:00,23.5,0.0,98,33.3,0.6
2025/04/18,08:00,25.5,0.0,89,31.5,1.3
2025/04/18,09:00,28.0,0.0,82,30.6,1.5
2025/04/18,10:00,29.4,0.0,78,29.3,1.5
2025/04/18,11:00,29.8,0.0,78,30.1,1.4
2025/04/18,12:00,31.4,0.0,74,31.2,1.8
2025/04/18,13:00,32.1,0.0,71,31.5,1.7
2025/04/18,14:00,31.8,0.0,72,31.6,1.3
2025/04/18,15:00,31.6,0.0,73,34.1,1.4
2025/04/18,16:00,31.0,0.0,76,35.9,0.8
2025/04/18,17:00,31.4,0.0,75,32.5,0.2
2025/04/18,18:00,29.3,0.0,82,S/D,0.0
2025/04/18,19:00,27.6,0.0,88,S/D,0.0
2025/04/18,20:00,27.2,0.0,91,1.5,0.3
2025/04/18,21:00,26.7,0.0,93,2.2,0.4
2025/04/18,22:00,26.2,0.0,94,29.4,0.1
2025/04/18,23:00,25.8,0.0,95,35.7,0.2
2025/04/19,00:00,25.5,0.0,96,2.1,0.2
2025/04/19,01:00,25.3,0.0,96,1.1,0.6
2025/04/19,02:00,24.9,0.0,97,1.3,0.2
2025/04/19,03:00,24.5,0.0,97,27.1,0.2
2025/04/19,04:00,24.4,0.0,97,27.3,0.3
2025/04/19,05:00,24.2,0.0,97,25.3,0.2
2025/04/19,06:00,24.0,0.0,97,S/D,0.0
2025/04/19,07:00,24.7,0.0,97,S/D,0.0
2025/04/19,08:00,26.7,0.0,90,.6,0.2
2025/04/19,09:00,28.9,0.0,82,32.1,0.7
2025/04/19,10:00,30.3,0.0,76,32.4,1.7
2025/04/19,11:00,31.3,0.0,72,31.6,1.6
2025/04/19,12:00,32.4,0.0,70,31.2,0.7
2025/04/19,13:00,32.3,0.0,69,34.8,0.7
2025/04/19,14:00,29.6,0.7,78,33.2,1.4
2025/04/19,15:00,32.2,0.0,72,34.1,0.8
2025/04/19,16:00,32.6,0.0,69,.3,0.9
2025/04/19,17:00,31.8,0.0,71,2.4,0.6
2025/04/19,18:00,30.1,0.0,77,7.6,1.0
2025/04/19,19:00,28.9,0.0,82,7.1,1.1
2025/04/19,20:00,28.0,0.0,86,8.1,0.9
2025/04/19,21:00,27.2,0.0,89,7.4,0.1
2025/04/19,22:00,26.4,0.0,93,11.6,0.2
2025/04/19,23:00,26.7,0.0,90,7.9,1.3
2025/04/20,00:00,26.2,0.0,92,1,0.4
2025/04/20,01:00,25.8,0.0,94,7.3,0.6
2025/04/20,02:00,25.9,0.0,92,10.5,0.7
2025/04/20,03:00,25.7,0.0,92,15.2,1.2
2025/04/20,04:00,24.9,0.0,92,15,0.9
2025/04/20,05:00,24.8,0.0,92,12,0.7
2025/04/20,06:00,24.6,0.0,95,9,1.8
2025/04/20,07:00,24.5,20.8,96,9.9,1.9
2025/04/20,08:00,24.0,7.0,96,8.9,1.4
2025/04/20,09:00,24.6,0.0,96,1.1,0.3
